Unnamed: 0,Tweet,len,metrics,source
171,actual bad game two_month,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
172,rt peteraskin1 poor theo knee can help pleas need see vet without_delay amp i realli wish today need rescu first poor sweet cat pledg amp help veri urgent,160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
173,pleas i tri realli think ha_ha http_co dvczcv3pgf,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
174,she also_theori presid_denounc hate_group http_co uqtubg5nw2 via you worst unpolit non educ bastard i ever_seen,122,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
175,i love_u http_co u1c1cilkdx,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
176,you realli said http_co ayo4kvx6lt,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
177,thi common_peopl think netur thing better not alway you know also natur malaria go enjoy,96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
178,good spread love love,21,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
179,i love_u,8,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
180,cinemasin use pretti good recent video lot hate much anoth channel call th3birdman critic cinemasin s video,120,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
181,a_great onlin amp free cpd session middl_leader two outstand leader brilliant school let middl_leader watch amp discuss http_co jro7i6ay6w,148,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
182,the god said love gaze vast cloud format magic creat swim pool fountain midst largest amp fluffiest spend hour sometim day contempl beauti http_co yfen6skdz,190,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
183,karan johar watch act_rahul gandhi amp serious consid middl age angri man role upcom movi,104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
184,i think forgotten ren stimpi still great piec art despit fact creator horribl person,87,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
185,i love you_babe congrat,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
186,you love see http_co btsv5qo1at,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
187,when ex pre b o said cop are stupid i call racist speak great all mighti one http_co 7x9bbygi3p,103,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
188,new album realli bop tho,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
189,instagram tracker a must have tool everi insta influenc http_co bavitiwelc instagram becom one_popular social_media platform time it love vibrant interfac photo filter host uniqu featur not great platf,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",py-feedr-M157q
190,i alreadi feel genshin_impact complet eclips interest take free time that 70 hour cs i put tri get even littl better go drain i start read manga http_co 2u4dpmqrc6,181,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
191,yeah newli born ssr fan peopl let die support hypocrit anyway great movi atleast watch now,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
192,do_think one listen anymor go do like 9 month,51,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
193,like soni witht exclus tf u go is realli_hard imagin game exclus,77,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
194,would love but i land posit,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
195,think catriona gray,19,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
196,sonic rrider better game art_style mario striker better box_art style personnel opinion,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
197,oh first_sentenc make think gangsta paradis,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
198,we love http_co dpgb7urogu,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
199,these boy realli good hide secret nowaday huh congratul boyss http_co k8buej6fhp,92,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
200,good_luck i expect load covid restrict precaut place put even i think i go_back,89,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
201,happi_birthday hope great_day lot spoil xx,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
202,oh mayb right time thing i realli check honest ah well i never much speedrunn begin haha also usual agreement i tend go nut wanna take hammer hahah,156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
203,kevin nnnnnnnnnn i love_u,25,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
204,lexa_realli came_back last_night http_co 419esf1pen,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
205,thi perform eagl_squar awesom i just commend kudo nigeria truli bless we just need better,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
206,if nail mean becam speed bump man realli nail,50,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
207,dear ozo beauti kind nengi said truli like u pleas give yet can_wait see u coupl it bring tear joy love,111,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
208,you biden leagu better man,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
209,soft cell taint_love offici_video http_co ks6zsib29v via,61,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
210,love_u babe,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad
211,i get i think would_interest dig enjoy read,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
212,sign realli interest talk today if interest anyth digit market seo base might street,101,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
213,triffani_ligawan stage_troy tiffani_love ox,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
214,sir_pleas help_sir father poor unabl pay fee sir request pleas_help sir want http_co wfep1qpsw1 famili condit bad sir 92 12th examin pleas plzz 9302224248,168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
215,omhomgomgomg love_youuu you,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
216,real sex hold katsuki lean izuku cock buri insid omega hot cunt he could feel omega womb kiss practic open cock someth beta could offer daddi_izuku drool tini,172,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
217,aaaaaaaaaaaa kevin i love you aaah,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
218,assum section 30 requir upheld also current debat option feel scotland strong get_stronger brexit huge factor although poll probabl terrifi wm long resist refus garner indi_support,206,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
219,congratul love,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
220,thi i fell_love silli_girl http_co 9nvn175uyn,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
221,i listen second alreadi much better,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
222,i love you so_much pl be_happi alway babe,43,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
223,babe omi u_deserv love_uuu,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
224,i miss_much may_allah give_best place u i love_u,48,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
225,awww give enough time think even reject forget volunt shoulder lean need deal annoy_ass either_way aw,106,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
226,si call hubert prick sole base post ts portrait feel_betray,68,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
227,rlli hate porn straight gay,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
228,to abl destroy good conscienc abl behav badli call bad behaviour righteou_indign height psycholog luxuri delici moral treat,141,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
229,great heart_warm end 100 would thought season 1 murphi would favorit toward end,84,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
230,i love play huge role life i lost without i luv_u mami,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
231,i love mimi,11,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
232,idk peopl refus see hard_work amd intent it made pure love,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
233,we love seri http_co ltbwrochjt,34,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
234,help i constantli feel sick whenev i get home form work it like bodi final caught fast_pace task i dome day time make feel_exhaust time i get home head terribl pain rn orz,184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
235,realli though friend taught,28,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
236,love,4,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
237,i love hair omg,15,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
238,my love pepper eye piti us small na,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
239,i think among saw katju ka tweet differ light like,53,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
240,i feel_like 2_minut cut_mic zother guy get cut_mic,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
241,so rpo fragment boil i solv puzzl i memoris monti python and holi_grail a better plot would put us_hero absurdist situat let_us hero natur figur goe python sketch logic,187,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
242,i read page hate_group ideolog illumin much like poison web meet middl insist brand hate differ thread hater realli believ old shite,156,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
243,left photo_shoot nu est probabl would done_someth much better http_co p8peqw7aww,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
244,oh babi love http_co 2gdnozi99v,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
245,katsuki think straight hear izuku whine cock_could katsuki shove pant cock spring he want tea omega make whine beg month put beta scare size,157,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
246,i wonder would think thing,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
247,i love,6,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
248,sorri wrong info guy playlist seem_like ineffect accord one moot delet_view afterward realli need manual search sorri misinform,145,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
249,wow gay curiou anthem think agre http_co 18ofsfkrmu,54,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
250,ajax good come barcelona as 2nd club i realli love much tbh http_co jxbwpbpvs1,80,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
251,it octob_first i woke saw ethan tweet i need badli i struggl past day easi i want give mani_time today fresh start what amaz way start today i love ethan,167,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
252,love http_co hhbke3h4zh,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
253,think gonna go_back sleep bc want school work earli,51,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
254,those crappi neighbor stop play tiktok song it bangin ear bad,67,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
255,love_u jade gonna_get better even doesnt feel_like lt_3,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
256,omg i hate i watch_video halloween look,39,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
257,repeat song man max wilmer feel enough love accept flaw person realli count still have_me http_co a5mdjdh9yz,118,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
258,if true surpris mean promo obvious focus primarili global market like even releas time the_album lol rli doubt mean ktown4u promo etc yg still need do better tho http_co eoysqboitj,190,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
259,the bay_citi roller great song_bye bye babi,44,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
260,peter notic late total gener_lack consumpt victoria lockdown restaur club hotel other normal consum power if amplifi bad lockdown busi,162,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
261,liter ppl genuin reason hate jump fuck use leverag like pretti almost everyon stage life made bigot joke target toward minor like irl admit_bc,166,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
262,there_reason human anim human abil differenti right_wrong feel_like anim better basic instinct human,117,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
